2,2,2,11,11,11,11,11,11,11
3,3,3,3,3,3,3,3,3,3
2,11,11,11,11,11,11,11,11,11
2,2,11,11,11,11,11,11,11,11
3,3,8,8,8,8,8,1,1,1
8,8,11,11,11,11,11,11,11,11
2,7,7,7,7,7,7,7,7,7
7,7,11,11,11,11,11,11,11,11
7,7,11,11,11,11,11,11,11,11
4,2,2,2,2,2,2,11,11,11
3,8,8,8,8,8,8,8,8,8
3,8,8,8,8,8,8,8,8,8
4,4,4,4,7,2,2,2,11,11
8,8,8,8,8,8,8,8,8,2
3,3,8,8,5,5,5,8,8,8
3,3,3,3,3,3,8,8,3,8
3,2,2,2,11,11,11,11,11,11
3,3,3,8,8,8,8,1,8,8
2,2,11,11,11,11,11,11,11,11
3,3,3,3,3,7,7,7,7,7
2,2,2,11,11,11,11,11,11,11
3,11,11,11,11,11,11,11,11,11
2,2,11,11,11,11,11,11,11,11
2,7,7,7,7,7,11,11,11,11
3,6,6,6,7,7,11,11,11,11
2,11,11,11,11,11,11,11,11,11
4,4,4,4,4,7,7,7,7,11
8,8,8,8,8,8,11,11,11,11
2,5,5,5,5,5,5,5,5,5
8,8,8,3,8,8,8,8,8,8
8,8,11,11,11,11,11,11,11,11
2,11,11,11,11,11,11,11,11,11
3,3,3,3,3,3,3,3,3,3
2,2,11,11,11,11,11,11,11,11
3,3,3,3,3,3,3,3,3,3
4,4,7,7,7,7,7,7,11,11
2,2,2,11,11,11,11,11,11,11
3,3,2,2,11,11,11,11,11,11
3,3,11,11,11,11,11,11,11,11
3,3,3,3,3,7,7,7,7,7
3,4,4,4,4,4,4,4,7,7
3,3,3,3,3,3,3,7,4,11
2,11,11,11,11,11,11,11,11,11
2,2,2,11,11,11,11,11,11,11
3,3,3,3,11,11,11,11,11,11
2,2,11,11,11,11,11,11,11,11
7,11,11,11,11,11,11,11,11,11
7,7,11,11,11,11,11,11,11,11
2,3,3,3,6,6,6,6,6,6
3,11,11,11,11,11,11,11,11,11
8,8,8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7,7,7
3,2,2,2,2,2,11,11,11,11
2,2,5,5,5,5,5,5,4,4
2,2,2,2,11,11,11,11,11,11
2,2,11,11,11,11,11,11,11,11
4,4,4,4,4,7,7,7,7,7
3,3,8,8,3,8,8,8,8,8
8,8,8,8,1,1,1,1,1,1
2,2,2,11,11,11,11,11,11,11
2,3,3,6,6,6,6,11,11,11
3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,11
2,2,2,2,11,11,11,11,11,11
2,2,2,11,11,11,11,11,11,11
2,2,11,11,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,7,11,11,11,11
2,11,11,11,11,11,11,11,11,11
3,3,7,7,7,7,7,7,7,7
3,8,8,8,8,8,8,8,8,8
2,2,2,2,11,11,11,11,11,11
4,4,7,7,7,11,11,11,11,11
3,8,8,11,11,11,11,11,11,11
3,3,8,8,8,11,11,11,11,11
2,2,2,2,11,11,11,11,11,11
3,8,8,8,8,6,6,6,1,10
7,2,2,2,2,11,11,11,11,11
3,2,2,2,11,11,11,11,11,11
3,7,7,7,7,7,7,7,7,7
2,11,11,11,11,11,11,11,11,11
8,2,2,11,11,11,11,11,11,11
6,3,5,5,7,7,7,7,7,7
2,2,4,4,4,4,4,4,11,11
3,3,3,3,3,3,3,3,3,4
2,11,11,11,11,11,11,11,11,11
8,8,1,1,1,1,1,11,11,11
5,5,5,5,5,5,5,5,5,8
2,2,11,11,11,11,11,11,11,11
3,3,3,3,3,3,3,3,7,11
3,8,8,8,8,8,7,7,11,11
7,7,7,7,7,7,7,11,11,11
9,9,9,9,9,9,9,9,9,9
10,10,11,11,11,11,11,11,11,11
2,2,2,11,11,11,11,11,11,11
2,11,11,11,11,11,11,11,11,11
7,11,11,11,11,11,11,11,11,11
3,1,1,1,1,1,1,7,7,7
3,3,3,4,4,7,7,7,7,7
2,2,2,11,11,11,11,11,11,11
