1,1,1,1,1,1,1,1,1,1
3,3,3,3,4,4,4,4,4,4
2,4,4,4,4,4,4,11,11,11
5,5,5,5,5,5,5,5,5,5
3,5,5,5,5,5,5,5,5,5
5,11,11,11,11,11,11,11,11,11
1,1,6,6,6,6,6,1,1,1
5,5,5,5,5,5,5,5,5,5
3,3,5,4,6,11,11,11,11,11
5,5,5,1,4,4,4,4,4,4
3,8,8,8,8,8,4,4,7,5
1,1,1,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
3,3,1,1,1,1,1,11,11,11
6,5,5,5,5,5,5,5,5,5
3,3,3,3,3,3,3,7,3,3
5,5,5,5,5,5,5,5,5,5
3,3,5,5,5,5,5,6,6,6
3,3,3,3,3,5,5,5,5,5
3,5,5,5,5,5,5,8,8,8
3,3,3,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
3,3,3,3,1,1,1,1,1,1
3,1,1,1,1,11,11,11,11,11
3,3,3,3,3,5,5,5,5,5
3,3,3,3,3,3,3,3,3,3
1,8,8,4,4,4,11,11,11,11
5,5,5,5,5,5,5,5,5,5
3,3,4,4,5,5,5,5,5,5
3,5,5,5,5,5,5,5,5,5
5,6,6,6,6,11,11,11,11,11
3,3,3,5,5,5,5,5,5,5
5,5,5,5,5,11,11,11,11,11
3,3,3,3,3,3,3,3,5,5
5,5,5,5,5,5,5,5,5,5
5,5,5,5,1,1,1,1,1,1
3,1,1,1,1,11,11,11,11,11
3,11,11,11,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,1,1,1,1
5,5,5,5,5,5,5,5,5,5
1,8,8,8,8,6,5,5,11,11
5,5,5,5,5,5,5,5,5,5
1,1,1,1,11,11,11,11,11,11
3,3,3,5,4,4,4,4,4,4
1,6,6,11,11,11,11,11,11,11
3,3,5,3,3,3,3,3,3,3
5,5,4,4,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,1
3,3,3,3,5,5,5,6,6,6
2,6,6,6,6,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,5,5,5,5,5
3,3,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,2,6,6,11,11,11,11,11,11
2,4,6,6,6,6,6,6,6,11
5,5,5,5,5,5,5,5,5,11
1,11,11,11,11,11,11,11,11,11
3,3,3,5,5,5,5,5,5,5
1,1,1,1,1,1,11,11,11,11
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
3,5,5,5,5,5,5,5,5,5
5,5,11,11,11,11,11,11,11,11
6,4,4,4,4,4,11,11,11,11
5,5,5,5,5,8,8,8,8,8
5,5,5,5,5,5,5,5,5,5
3,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,5,5,5,5,5
5,5,5,5,5,6,4,5,5,5
3,3,3,3,5,5,5,5,5,5
3,7,7,6,1,1,1,1,1,1
3,3,3,3,5,5,5,5,5,5
1,1,11,11,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,3,3
5,5,5,5,11,11,11,11,11,11
3,3,3,3,3,3,3,3,3,3
1,1,1,11,11,11,11,11,11,11
3,3,5,5,1,1,1,1,1,1
6,6,4,4,4,4,4,4,4,4
1,1,11,11,11,11,11,11,11,11
3,3,3,3,5,5,5,5,5,5
3,5,5,5,5,5,5,5,5,5
1,1,1,1,11,11,11,11,11,11
1,1,1,1,1,6,6,6,6,1
1,1,1,1,1,1,1,1,1,1
1,1,1,11,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,11,11,11,11,11,11,11,11,11
5,5,5,5,5,5,5,5,5,5
5,5,5,4,5,5,5,5,5,6
5,5,1,1,1,1,1,1,1,1
6,6,4,4,4,4,4,4,4,4
3,3,5,5,5,5,5,5,5,5
