1,9
1,7
1,3
1,2
1,8
1,6
1,7
1,7
1,8
2,4
2,2
2,8
2,1
2,3
2,5
2,6
2,9
2,10
2,1
2,2
2,8
3,4
3,2
3,8
3,1
3,2
3,8
4,10
4,2
4,6
4,3
4,5
4,5
4,2
4,5
4,2
5,10
5,1
5,8
5,6
5,7
5,7
5,9
5,8
6,10
6,2
6,5
6,1
6,6
6,3
6,10
6,4
6,8
6,10
6,9
6,2
7,3
7,4
7,5
7,2
7,5
7,2
7,4
7,6
7,3
7,2
8,4
8,8
8,3
8,6
8,3
8,10
8,2
8,2
8,9
8,6
8,3
8,6
9,9
9,6
9,3
9,10
9,3
9,10
9,2
9,1
9,6
10,2
10,8
10,1
10,2
10,8
10,1
10,1
10,8
10,1
10,2
10,8
10,1
11,4
11,6
11,7
11,1
11,2
11,8
11,6
11,9
11,7
11,1
11,1
12,2
12,9
12,6
12,8
12,3
12,6
12,10
12,3
12,10
13,2
13,9
13,6
13,3
13,10
13,2
14,10
14,2
14,6
14,7
14,1
14,2
15,6
15,7
15,8
15,1
15,2
15,8
15,6
15,7
15,3
15,5
16,3
16,3
16,5
16,6
16,7
16,7
16,3
16,2
16,8
17,7
17,2
17,4
17,5
17,5
17,8
17,9
17,5
17,1
17,2
18,8
18,5
18,2
18,5
18,2
18,5
18,2
18,6
19,8
19,3
19,10
19,7
19,4
19,8
19,3
19,6
19,10
20,2
20,8
20,1
20,1
20,2
20,8
20,1
20,10
20,7
21,9
21,3
21,2
21,6
21,1
21,7
21,6
21,1
21,7
22,2
22,2
22,2
22,9
22,6
22,8
22,3
22,10
22,4
22,8
22,3
22,10
23,8
23,8
23,10
23,2
23,7
23,5
24,2
24,9
24,6
24,10
24,3
24,10
24,3
24,6
24,10
24,3
25,4
25,2
25,8
25,1
25,1
25,1
25,2
26,2
26,1
26,4
26,8
26,3
26,10
26,3
27,6
27,8
27,9
27,2
27,6
27,1
27,6
27,8
27,10
27,5
27,5
27,2
28,2
28,2
28,9
28,6
28,8
28,3
28,6
28,3
28,10
28,7
28,2
28,2
29,4
29,7
29,7
29,3
29,5
29,6
30,8
30,3
30,6
30,3
30,6
30,3
30,10
31,2
31,8
31,1
31,8
31,6
31,7
31,10
31,2
31,8
31,1
31,3
31,5
32,4
32,8
32,3
32,10
32,4
32,8
32,3
32,10
32,7
32,3
32,10
33,10
33,2
33,6
33,2
33,8
33,1
33,2
33,8
34,10
34,1
34,2
34,8
34,6
34,7
34,7
34,7
34,3
34,5
34,6
35,2
35,2
35,9
35,6
35,3
35,10
35,3
35,6
35,10
36,10
36,3
36,10
36,2
36,6
36,10
36,6
36,4
36,9
36,4
36,5
37,8
37,3
37,10
37,7
37,6
37,3
37,10
37,3
38,3
38,5
38,6
38,7
38,1
38,10
38,1
38,2
38,8
38,2
38,6
38,6
39,1
39,7
39,8
39,9
39,10
39,8
39,8
39,10
39,4
39,6
40,10
40,7
40,2
40,8
40,6
40,7
40,10
40,2
41,10
41,2
41,1
41,4
41,8
41,3
41,10
41,4
41,8
41,3
41,10
42,9
42,6
42,8
42,3
42,6
42,3
42,6
42,3
42,6
42,3
43,8
43,3
43,10
43,4
43,8
43,3
43,6
43,10
43,3
44,7
44,5
44,1
44,7
44,7
44,7
44,2
44,5
44,7
44,2
44,6
44,6
45,10
45,2
45,8
45,6
45,7
45,7
45,3
45,5
46,4
46,8
46,3
46,6
46,3
46,10
46,3
46,10
46,3
46,10
46,3
46,10
47,6
47,7
47,3
47,5
47,8
47,2
47,8
47,6
47,7
47,1
48,2
48,8
48,1
48,2
48,8
48,6
48,7
48,7
48,8
48,6
48,7
48,9
49,1
49,2
49,8
49,1
49,2
49,8
49,6
49,7
49,7
49,3
49,5
50,7
50,2
50,1
50,6
50,8
50,3
50,10
50,3
50,10
50,7
50,9
51,5
51,2
51,9
51,6
51,8
51,3
51,10
51,7
51,6
51,8
51,3
52,1
52,6
52,3
52,10
52,3
52,10
52,2
52,9
52,6
52,8
53,4
53,7
53,1
53,2
53,8
53,1
53,10
53,7
54,8
54,8
54,8
54,8
54,2
54,4
54,9
54,10
54,3
55,3
55,5
55,8
55,1
55,3
55,5
55,6
56,10
56,7
56,3
56,5
56,6
56,7
57,2
57,8
57,1
57,10
57,2
57,8
57,6
57,2
57,8
58,6
58,7
58,8
58,2
58,8
58,6
59,2
59,9
59,6
59,3
59,6
59,8
59,3
59,6
59,3
60,10
60,6
60,4
60,5
60,2
60,5
60,2
60,3
60,10
61,8
61,3
61,10
61,3
61,6
61,8
61,3
61,10
61,4
62,2
62,8
62,1
62,8
62,1
62,3
62,3
62,5
62,1
62,3
62,5
63,9
63,6
63,10
63,3
63,6
63,3
63,10
64,8
64,3
64,6
64,3
64,10
64,3
64,10
64,2
64,9
64,6
64,10
65,8
65,3
65,10
65,3
65,6
65,10
65,7
65,8
65,3
65,10
65,3
65,6
66,3
66,10
66,3
66,10
66,3
66,10
66,7
66,2
66,2
66,1
67,4
67,6
67,7
67,3
67,2
67,8
67,1
67,2
68,9
68,3
68,2
68,8
68,1
68,1
69,10
69,7
69,1
69,2
69,8
69,1
70,2
70,6
70,4
70,5
70,1
70,2
71,10
71,2
71,7
71,5
71,7
71,7
71,5
71,2
72,1
72,6
72,3
72,6
72,3
72,6
72,3
72,10
72,7
72,9
72,6
73,7
73,10
73,2
73,4
73,2
73,8
73,1
73,3
73,5
73,6
73,2
73,8
74,2
74,1
74,4
74,8
74,3
74,10
74,4
74,8
74,3
74,6
74,10
75,3
75,5
75,2
75,8
75,6
75,7
75,1
76,8
76,5
76,7
76,6
76,8
76,6
76,3
76,5
77,9
77,4
77,9
77,3
77,8
77,7
77,7
78,6
78,7
78,1
78,2
78,8
78,1
78,2
78,8
78,6
79,9
79,10
79,7
79,7
79,7
79,9
79,3
79,2
79,8
80,10
80,4
80,5
80,2
80,6
80,3
80,2
80,4
81,9
81,3
81,5
81,2
81,8
81,1
81,2
81,8
81,6
81,7
81,7
82,4
82,7
82,7
82,7
82,10
82,7
82,7
82,10
82,7
83,4
83,5
83,6
83,7
83,1
83,2
84,2
84,6
84,6
84,6
84,4
84,5
85,7
85,3
85,6
85,10
85,3
85,10
85,7
85,8
86,4
86,5
86,6
